"Leaf.bag.number","time.point","weight_start","stream","treatment","replicate","number.days","dry_weight_rest","ashes_rest","dry_weight_OMD","ashes_OMD","dry_weight_conidia","ashes_conidia","dry_weight_ergosterol","disks_OMD","disks_conidia","disks_total"
115,"August",7.04,"Russbach","vine",5,22,3992.25,961.35,16.51,1.5,12.72,1.45,NA,7,5,33
124,"August",6.981,"Hainbach","vine",5,22,2877.7,318.41,NA,NA,9.88,0.98,NA,0,5,8
125,"August",6.974,"Dierbach","vine",6,22,3902.78,500.87,18.47,1.45,13.55,1.31,NA,7,5,33
126,"August",7.021,"Klingbach","forest",7,22,4321.62,1013.49,21.06,1.52,16.41,1.21,NA,7,5,33
127,"August",6.992,"Klingbach","transplant",6,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
129,"August",7.034,"Otterbach","vine",1,22,3979.69,1093.29,23.23,2.15,14.34,1.68,NA,7,5,33
130,"August",7.048,"Isenach","vine",4,22,5504.8,2055.1,25.58,3.71,13.14,2.62,NA,7,5,33
131,"August",6.991,"Hainbach","forest",7,22,3038.1,696.98,26.71,3.37,17.3,2.81,NA,7,5,33
133,"August",6.97,"Dierbach","transplant",3,22,2452.87,1325.5,NA,NA,NA,NA,NA,0,0,3
134,"August",7.032,"Klingbach","transplant",7,22,4105.48,983.49,24.36,4.13,14.79,2.15,NA,7,5,33
135,"August",6.977,"Russbach","transplant",7,22,4854,1561.13,22.15,3.12,13.33,2.4,NA,7,5,33
136,"August",7.008,"Triefenbach","transplant",1,22,5186.5,2305.95,21.02,3.69,12.31,1.34,NA,7,5,33
137,"August",7.034,"Dierbach","transplant",7,22,1997.59,636.68,NA,NA,15.13,1.94,NA,0,5,11
138,"August",7.044,"Kaiserbach","transplant",3,22,4830.7,1592.61,29.84,3.65,16.9,1.86,NA,7,5,33
139,"August",6.996,"Isenach","forest",4,22,3544.1,392.7,NA,NA,14.09,1.08,NA,0,5,11
140,"August",7.031,"Triefenbach","transplant",2,22,2958,437.18,NA,NA,15.37,1.19,NA,0,5,26
141,"August",7.016,"Modenbach","vine",7,22,3954.77,570.6,17.22,1.94,12.02,1.33,NA,7,5,33
144,"August",7.034,"Kaiserbach","forest",3,22,4018.2,627.83,18.84,1.73,12.55,2,NA,7,5,33
146,"August",6.96,"Otterbach","vine",6,22,3780,714.14,NA,NA,15.68,1.81,NA,0,5,26
147,"August",6.991,"Kaiserbach","forest",7,22,4444.95,736.41,23.85,3.01,13.33,1.92,NA,7,5,33
148,"August",6.995,"Kaiserbach","transplant",6,22,3664.82,1576.08,NA,NA,17.96,2.38,NA,0,5,26
150,"August",7.046,"Kropsbach","transplant",4,22,3110,690.54,NA,NA,16.56,1.34,NA,0,5,26
151,"August",7.031,"Klingbach","vine",5,22,5880.46,2372.1,25.7,2.69,15.62,2.73,NA,7,5,33
152,"August",7.028,"Otterbach","forest",7,22,4615,1321.01,25.74,2.66,17.61,2.24,NA,7,5,33
156,"August",7.009,"Kropsbach","transplant",2,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
157,"August",6.99,"Klingbach","transplant",1,22,4374.42,1233.51,20.39,1.52,13.46,0.93,NA,7,5,33
160,"August",7.031,"Kaiserbach","vine",6,22,3876,936.48,24.5,2.96,16.8,2.01,NA,7,5,33
162,"August",6.967,"Triefenbach","vine",3,22,3510.48,432.32,25.45,2.22,15.9,1.22,NA,7,5,33
164,"August",6.982,"Dierbach","forest",5,22,3589.67,441.14,25.48,1.62,17.17,1.71,NA,7,5,33
165,"August",6.977,"Kropsbach","transplant",5,22,3771.49,1647.13,NA,NA,20.88,2.9,NA,0,5,11
166,"August",6.985,"Russbach","transplant",3,22,3209.5,576.28,NA,NA,14.06,1.65,NA,0,5,26
169,"August",7.004,"Klingbach","transplant",3,22,2938.49,435.15,NA,NA,15.01,1.35,NA,0,5,33
171,"August",6.985,"Triefenbach","forest",1,22,3045.04,989.86,NA,NA,11.92,0.94,NA,0,5,26
172,"August",7.05,"Kropsbach","forest",2,22,4473.55,2847.53,NA,NA,13.39,1.02,NA,0,5,11
176,"August",6.953,"Triefenbach","vine",6,22,4573,1531.71,25.18,2.64,18.5,1.96,NA,7,5,33
178,"August",7.009,"Triefenbach","transplant",7,22,3388,524.73,NA,NA,15.69,1.36,NA,0,5,26
180,"August",7,"Isenach","vine",7,22,3630.8,589.81,24.07,1.34,15.09,1,NA,7,5,33
184,"August",6.966,"Otterbach","vine",2,22,4788.31,1824.01,NA,NA,15.54,2.89,NA,0,5,26
186,"August",6.964,"Hainbach","vine",3,22,3163.8,323.01,24.7,1.59,16.9,1.41,NA,7,5,33
187,"August",6.968,"Klingbach","forest",4,22,3246,1022.14,NA,NA,NA,NA,NA,0,0,3
188,"August",7.002,"Hainbach","forest",3,22,2792.1,463.64,NA,NA,14.61,0.95,NA,0,5,26
192,"August",7.027,"Klingbach","forest",3,22,3629.53,858.19,26.86,3.63,14.2,1.39,NA,7,5,33
193,"August",7.015,"Kropsbach","transplant",7,22,3374.1,1315.25,NA,NA,15.71,3.09,NA,0,5,26
194,"August",7.009,"Isenach","forest",3,22,4342.2,768.23,26.55,3.89,15.03,1.37,NA,7,5,33
195,"August",7.025,"Klingbach","vine",2,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
197,"August",7.023,"Modenbach","transplant",3,22,3722.84,1280.4,17.59,1.92,16.13,1.64,NA,7,5,33
198,"August",6.987,"Kropsbach","forest",1,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
202,"August",7.009,"Isenach","transplant",4,22,4559.9,1203.92,NA,NA,17.91,4.53,NA,0,5,26
203,"August",7.034,"Dierbach","forest",7,22,3285.68,724,26.62,3.04,16.93,2.15,NA,7,5,33
205,"August",7.021,"Klingbach","forest",6,22,5038.62,1767.71,18.42,1.78,12.88,1.12,NA,7,5,33
206,"August",7.004,"Otterbach","forest",3,22,3225.65,576.45,NA,NA,12.2,1.05,NA,0,5,11
207,"August",7.033,"Otterbach","forest",4,22,2995.88,1084.99,NA,NA,NA,NA,NA,0,0,3
208,"August",7.039,"Dierbach","vine",2,22,4002.48,637.42,27.78,3.86,19.26,1.87,NA,7,5,33
211,"August",7.027,"Kropsbach","forest",7,22,4475.1,1574.35,27.68,3.56,17.16,1.6,NA,7,5,33
213,"August",6.998,"Dierbach","forest",4,22,3231.43,1099.83,NA,NA,17.73,2.04,NA,0,5,26
214,"August",6.979,"Dierbach","vine",4,22,3815,960.07,22.62,2.36,17.39,2.32,NA,7,5,33
216,"August",6.977,"Hainbach","transplant",6,22,3771.8,568.69,21.1,1.99,12.99,0.98,NA,7,5,33
218,"August",6.982,"Dierbach","vine",7,22,4025.6,666.27,25.3,2.21,13.29,1.57,NA,7,5,33
219,"August",7.02,"Isenach","vine",6,22,3321.8,547.81,19.21,1.27,14.21,0.99,NA,7,5,33
221,"August",6.961,"Kaiserbach","transplant",4,22,4587.22,1771.84,31.39,6.2,17.24,2.52,NA,7,5,33
223,"August",7.024,"Modenbach","transplant",6,22,4848.5,1503.88,17.1,1.61,13.14,1.28,NA,7,5,33
224,"August",6.972,"Kaiserbach","vine",5,22,4081.77,851.94,26.84,4.33,18.44,2.87,NA,7,5,33
225,"August",6.973,"Isenach","forest",5,22,3283.17,214.25,23.13,1.16,15.12,0.69,NA,7,5,33
227,"August",6.981,"Kropsbach","vine",7,22,3412.33,1264.02,NA,NA,NA,NA,NA,0,0,3
231,"August",7.047,"Modenbach","transplant",5,22,3792.5,1201.45,28.56,3.28,23.76,4.06,NA,7,5,33
232,"August",6.979,"Dierbach","forest",3,22,2994.89,426.45,25.84,1.52,18.46,1.45,NA,7,5,33
233,"August",7.021,"Otterbach","transplant",7,22,4617.02,2215.37,30.73,5.03,14.78,2.07,NA,7,5,33
234,"August",6.975,"Modenbach","forest",6,22,2565.36,509.5,NA,NA,17.15,4.43,NA,0,5,27
236,"August",7.007,"Modenbach","transplant",4,22,5065.4,1693.91,25.43,2.52,15.43,2.08,NA,7,5,33
238,"August",6.997,"Isenach","vine",5,22,3653.55,512.48,25.32,1.7,12.96,1.06,NA,7,5,33
240,"August",7.019,"Kropsbach","vine",3,22,2560.7,497.39,NA,NA,17.11,2.05,NA,0,5,26
241,"August",7.023,"Otterbach","vine",5,22,5235,2885.48,22.88,4.28,12.89,1.57,NA,7,5,33
243,"August",7.033,"Triefenbach","vine",1,22,4876,2253.85,23.12,4.39,12.27,1.43,NA,7,5,33
244,"August",6.965,"Kaiserbach","vine",7,22,6761.38,3350.51,22.75,0.58,13.54,1.83,NA,7,5,33
256,"August",6.965,"Modenbach","vine",3,22,4055.77,818.05,27.72,4.16,17.49,2.49,NA,7,5,33
260,"August",6.956,"Isenach","forest",6,22,4200.6,700.65,NA,NA,13.02,1.34,NA,0,5,26
261,"August",6.995,"Kropsbach","transplant",1,22,1667.6,814.7,NA,NA,15.5,2.26,NA,0,5,8
262,"August",7.034,"Hainbach","vine",7,22,3318.1,408.08,NA,NA,15.95,1.62,NA,0,5,20
265,"August",7.024,"Otterbach","transplant",3,22,3537.05,864.87,23.26,2.76,15.11,1.89,NA,7,5,33
266,"August",6.992,"Klingbach","transplant",2,22,4176,1036.2,NA,NA,8.95,0.72,NA,0,5,33
271,"August",7.03,"Modenbach","vine",4,22,3407.9,581.83,NA,NA,18.08,1.86,NA,0,5,26
275,"August",7.008,"Russbach","vine",3,22,4823.87,1601.49,NA,NA,24.43,3.32,NA,0,5,26
283,"August",7.048,"Triefenbach","forest",6,22,4083.02,761.97,25.69,2.86,20.03,1.52,NA,7,5,33
287,"August",6.984,"Russbach","vine",4,22,4379.9,1516.14,31.58,8.01,24.57,10.52,NA,7,5,33
288,"August",7.046,"Kropsbach","vine",2,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
291,"August",6.984,"Otterbach","forest",6,22,4642.9,1635.09,33.52,5.25,19.02,2.41,NA,7,5,33
294,"August",6.968,"Russbach","forest",4,22,4035,560.92,31.75,3.41,15.87,1.58,NA,7,5,33
296,"August",6.988,"Kropsbach","forest",6,22,4823,1693.4,21.13,3.61,13.37,1.09,NA,7,5,33
298,"August",7.018,"Hainbach","transplant",5,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
305,"August",6.982,"Kaiserbach","vine",4,22,3806,724.48,28.24,6.15,19.58,2.84,NA,7,5,33
327,"August",6.953,"Isenach","vine",1,22,4670.2,1228.95,23.87,2.81,16.06,1.43,NA,7,5,33
506,"August",6.984,"Otterbach","transplant",6,22,5517,2182.04,20.99,1.99,12.59,0.91,NA,7,5,33
517,"August",6.989,"Russbach","transplant",6,22,3886,1252.53,NA,NA,NA,NA,NA,0,0,0
531,"August",7.005,"Russbach","transplant",1,22,3745,620.67,24.22,2.67,19.27,2.7,NA,7,5,33
553,"August",6.96,"Russbach","forest",2,22,4369.82,869.96,20.03,2.4,16.24,1.71,NA,7,5,33
563,"August",6.971,"Triefenbach","transplant",6,22,5020.3,1777.87,27.4,4.35,15.77,1.66,NA,7,5,33
611,"August",7.021,"Russbach","forest",7,22,4246.44,800.55,18.62,2.53,17.19,2.16,NA,7,5,33
612,"August",7.025,"Otterbach","vine",4,22,4366.51,1374.93,21.37,3.62,12.96,1.58,NA,7,5,33
658,"August",7.043,"Triefenbach","forest",5,22,3337.97,263.27,NA,NA,15.5,1.03,NA,0,5,26
659,"August",7.038,"Klingbach","vine",4,22,3270.51,657.06,24.74,2.01,20.15,1.62,NA,7,5,33
664,"August",6.983,"Klingbach","vine",6,22,4487.12,1690.93,22.28,1.92,17.95,1.84,NA,7,5,33
665,"August",6.993,"Otterbach","vine",7,22,3515.86,783.1,NA,NA,15.15,1.59,NA,0,5,26
671,"August",7.035,"Isenach","transplant",3,22,3475.7,674.78,18.34,1.21,17.07,1.54,NA,7,5,33
679,"August",7.045,"Russbach","forest",6,22,4861.8,1242.25,27.63,3.75,17.61,1.75,NA,7,5,33
683,"August",7.035,"Klingbach","forest",2,22,NA,NA,NA,NA,15.51,1.24,NA,0,5,26
685,"August",7.045,"Dierbach","transplant",5,22,1391,680.57,NA,NA,NA,NA,NA,0,0,0
700,"August",7.026,"Otterbach","transplant",2,22,4578.1,2008.56,NA,NA,13.28,1.57,NA,0,5,26
707,"August",6.96,"Russbach","forest",1,22,2824.88,485.34,23.36,2.31,14.95,1.22,NA,7,5,33
714,"August",6.978,"Kaiserbach","vine",1,22,4472.15,1419.03,25.78,6.9,14.88,1.56,NA,7,5,33
721,"August",7.035,"Triefenbach","forest",3,22,3484.39,1421.27,NA,NA,16.64,1.43,NA,0,5,26
724,"August",6.99,"Triefenbach","forest",2,22,2320.7,745.94,NA,NA,NA,NA,NA,0,0,2
756,"August",7.036,"Modenbach","forest",7,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
768,"August",6.998,"Isenach","forest",7,22,4061.9,585.04,30.31,4.78,21.65,2.42,NA,7,5,33
769,"August",6.993,"Kaiserbach","transplant",5,22,3905.73,767.92,26.01,3.23,15.03,1.66,NA,7,5,33
4,"August",NA,"Triefenbach","transplant",3,22,3970.94,613.94,28.78,5.74,18.44,2.22,NA,7,5,33
16,"August",6.966,"Russbach","vine",1,22,4165.46,916.33,NA,NA,17,2.19,NA,0,5,26
25,"August",6.96,"Kaiserbach","forest",1,22,4405.84,558.68,22.61,1.73,17.82,2.21,NA,7,5,33
29,"August",6.982,"Isenach","vine",2,22,3740.92,936.17,22.39,1.5,16.79,1.17,NA,7,5,33
35,"August",6.977,"Kaiserbach","vine",2,22,4709.01,1367.96,22.88,2.39,16.55,1.87,NA,7,5,33
37,"August",6.967,"Modenbach","forest",1,22,5484.44,3597.33,NA,NA,18.77,2.23,NA,0,5,8
42,"August",6.981,"Isenach","transplant",1,22,5376.56,1877.91,27.89,5.62,17.6,1.28,NA,7,5,33
45,"August",7.042,"Kropsbach","forest",5,22,4866.75,3046.48,27.86,7.9,13.86,1.97,NA,7,5,33
58,"August",6.967,"Otterbach","forest",2,22,3305,750.57,NA,NA,17.24,2.7,NA,0,5,11
61,"August",7.002,"Russbach","vine",2,22,4582,1237.86,NA,NA,15.04,2.7,NA,0,5,33
63,"August",6.981,"Isenach","vine",3,22,3661.7,767.86,24.73,1.69,16.29,1.12,NA,7,5,33
64,"August",7.044,"Hainbach","vine",4,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
71,"August",6.974,"Otterbach","forest",1,22,1827.25,363.9,23.04,1.35,19.68,1.72,NA,7,5,33
96,"August",7.033,"Klingbach","vine",3,22,4227.52,929.55,NA,NA,18.37,1.19,NA,0,5,11
116,"August",7.014,"Kropsbach","vine",1,22,NA,NA,NA,NA,NA,NA,NA,0,0,0
117,"August",6.992,"Isenach","forest",2,22,5951.9,2159.9,25.23,4.07,17.03,1.48,NA,7,5,33
118,"August",6.987,"Dierbach","vine",5,22,4436,933.58,18.9,1.69,18.17,2.14,NA,7,5,33
143,"August",7.025,"Kaiserbach","transplant",2,22,3938,1519.76,NA,NA,14.65,2.18,NA,0,5,26
149,"August",6.992,"Kaiserbach","forest",2,22,NA,NA,28.76,3.95,14.73,2.13,NA,7,5,33
159,"August",6.98,"Kropsbach","vine",6,22,3162,680.57,22.26,3.2,18.59,2.52,NA,7,5,33
189,"August",6.977,"Kaiserbach","vine",3,22,4708.17,1290.08,38.32,14.14,21.47,6.28,NA,7,5,33
210,"August",7.017,"Kaiserbach","transplant",1,22,4445,1160.41,22.14,2.87,12.57,1.94,NA,7,5,33
222,"August",6.954,"Isenach","transplant",2,22,3960.1,638.47,28.25,2.44,17.12,1.05,NA,7,5,33
525,"August",NA,"Klingbach","vine",7,22,5108.28,1931.19,18.95,2.35,12.73,1.21,NA,7,5,33
3,"September",7.019,"Triefenbach","vine",4,14,4581.75,620.42,26.92,2.36,13.4,1.19,NA,7,5,33
4,"September",NA,"Klingbach","forest",7,14,5230.4,826.32,20.63,2.62,15.96,1.89,NA,7,5,33
13,"September",6.979,"Modenbach","vine",1,14,5804.81,542.32,28.02,5.44,15.63,2.2,NA,7,5,33
16,"September",7.007,"Modenbach","vine",3,14,4677.7,932.13,19.05,2.75,16.78,2,NA,7,5,33
17,"September",6.984,"Triefenbach","forest",3,14,4725.12,954.21,30.22,7.39,16.34,1.85,NA,7,5,33
18,"September",6.96,"Triefenbach","transplant",3,14,4528.52,793.07,21.35,3.25,12.09,1.1,NA,7,5,33
20,"September",7.022,"Otterbach","transplant",5,14,4650,1151,56.52,18.07,18.68,3.08,NA,7,5,35
22,"September",7.027,"Otterbach","vine",7,14,6554.8,2712.3,28.79,6.18,16.8,3.6,NA,7,5,33
23,"September",6.969,"Kaiserbach","transplant",5,14,5086.9,988.1,20.48,1.83,13.35,1.79,NA,7,5,33
25,"September",7.008,"Otterbach","forest",5,14,4583.9,686.95,22.96,4.02,14.46,2.5,NA,7,5,33
26,"September",6.958,"Otterbach","forest",1,14,4808.2,1060.8,27.83,5.77,18,2.1,NA,7,5,33
27,"September",6.992,"Kaiserbach","transplant",2,14,5505.83,1324.08,25.04,3.88,16.7,3.11,NA,7,5,33
30,"September",7.028,"Modenbach","forest",4,14,4371.4,495.8,20.59,2.21,13.03,1.25,NA,7,5,33
33,"September",7.004,"Otterbach","transplant",7,14,4810,891,28.39,5.17,15.26,2.61,NA,7,5,33
35,"September",7.05,"Triefenbach","forest",6,14,4458.37,520.92,22.22,2.47,15.5,1.13,NA,7,5,33
40,"September",7.004,"Isenach","transplant",1,14,5120.73,1010.31,28.07,4.42,19.11,2.72,NA,7,5,33
41,"September",7.017,"Klingbach","transplant",5,14,5765.9,1753.3,38.6,11.58,12.8,2.1,NA,7,5,33
45,"September",7.043,"Isenach","forest",6,14,4668.58,727.03,27.42,4.37,16.96,1.39,NA,7,5,33
46,"September",7.017,"Otterbach","forest",6,14,4832,826.6,24.04,3.67,14.53,2.58,NA,7,5,33
47,"September",7.027,"Triefenbach","vine",3,14,4350.35,490.22,22.4,2.9,15.88,1.93,NA,7,5,33
50,"September",7.008,"Otterbach","transplant",1,14,4624,1118.6,35.89,8.37,NA,NA,NA,7,5,33
52,"September",7.04,"Isenach","transplant",2,14,5180.14,1122.74,25.9,3.67,13.7,1.77,NA,7,5,33
53,"September",6.996,"Klingbach","transplant",3,14,5786.51,1899.09,31.9,6.11,14.53,3.31,NA,7,5,33
55,"September",6.989,"Modenbach","transplant",6,14,5461.81,1487.85,30.82,4.79,26.48,2.86,NA,7,5,33
57,"September",7.011,"Isenach","forest",2,14,4822.73,587.38,26.77,2.17,20.61,1.72,NA,7,5,33
58,"September",6.993,"Kaiserbach","transplant",4,14,5303,1438,25.61,5.31,17.6,3.2,NA,7,5,33
59,"September",6.997,"Klingbach","forest",5,14,4617.1,851.8,25.19,4.98,15.71,2.17,NA,7,5,33
61,"September",7.01,"Otterbach","transplant",6,14,4858.2,1296.6,25.03,4.26,17.6,2.9,NA,7,5,33
66,"September",7.018,"Modenbach","forest",7,14,4226.78,476.9,22.54,1.92,12.84,1.01,NA,7,5,33
67,"September",6.991,"Modenbach","forest",1,14,4158.9,540.6,26.32,2.95,16.73,1.52,NA,7,5,33
68,"September",6.982,"Kaiserbach","forest",7,14,4614,917,22.48,3.21,11.5,1.5,NA,7,5,33
69,"September",6.995,"Modenbach","transplant",1,14,4728.4,1055.3,21.56,2.69,15.69,1.83,NA,7,5,33
71,"September",7.025,"Klingbach","forest",2,14,4434.01,723.94,25.11,3.15,17.89,2.84,NA,7,5,33
80,"September",6.955,"Modenbach","transplant",4,14,4332.7,645.4,19.54,2.55,13.57,1.71,NA,7,5,33
89,"September",6.073,"Isenach","transplant",4,14,4995.03,1044.16,19.64,3.03,14.64,3.32,NA,7,5,33
91,"September",7.039,"Otterbach","vine",1,14,5427.58,1634.32,26.5,3.75,16.56,2.88,NA,7,5,33
92,"September",6.989,"Modenbach","forest",6,14,3842.25,435,27.76,2.34,19.18,1.6,NA,7,5,33
94,"September",7.026,"Modenbach","transplant",3,14,4662,849.2,24.64,3.01,15.02,1.39,NA,7,5,33
96,"September",NA,"Kaiserbach","vine",7,14,5433,1765,29.46,8.46,20.3,5.2,NA,7,5,33
97,"September",6.975,"Klingbach","forest",1,14,4458.66,634.16,27.07,3.94,16.33,1.62,NA,7,5,33
98,"September",7.024,"Klingbach","vine",6,14,5697,1779.8,27.89,4.02,19.3,3,NA,7,5,33
101,"September",6.988,"Klingbach","forest",3,14,4850.7,407.2,33.85,6.48,14.08,1.92,NA,7,5,33
104,"September",6.986,"Modenbach","vine",7,14,5237.28,1138.57,33.19,7.42,18.01,3.42,NA,7,5,33
108,"September",6.992,"Klingbach","vine",2,14,5278.14,1402.17,26.18,4.81,NA,NA,NA,7,5,33
110,"September",6.974,"Triefenbach","forest",5,14,4484.05,584.45,18.52,1.93,11.37,1.18,NA,7,5,33
111,"September",7.039,"Modenbach","vine",6,14,4895.07,850.57,22.33,2.24,14.01,1.54,NA,7,5,33
112,"September",6.972,"Klingbach","transplant",4,14,5153.5,1124.87,26.09,4.99,15.89,1.67,NA,7,5,33
113,"September",6.998,"Klingbach","transplant",7,14,5764.5,1724.77,28.71,9.11,16.05,2.63,NA,7,5,33
114,"September",6.972,"Isenach","vine",4,14,4381.49,437.68,23.75,1.54,16.93,1.31,NA,7,5,33
118,"September",7.022,"Isenach","vine",2,14,4838.88,796.74,27.87,3.23,14.42,1.81,NA,7,5,33
124,"September",6.986,"Otterbach","transplant",2,14,5219.2,1662.9,27.19,2.81,15.31,2.62,NA,7,5,33
126,"September",7.007,"Otterbach","vine",6,14,5013,1217.59,22.47,5.18,14.47,3.02,NA,7,5,33
127,"September",7.006,"Klingbach","forest",4,14,4993.1,916.02,22.91,3.13,12.36,1.24,NA,7,5,33
133,"September",6.956,"Kaiserbach","forest",2,14,4763.6,739.1,28.58,4.62,11.36,1.71,NA,7,5,33
134,"September",6.985,"Triefenbach","vine",6,14,4784.1,779.61,21.93,3.23,16.84,1.83,NA,7,5,33
135,"September",7.015,"Modenbach","forest",3,14,4447.34,470.4,23.28,2.04,17.18,1.56,NA,7,5,33
138,"September",6.993,"Kaiserbach","transplant",6,14,NA,NA,22.81,5.29,14.35,2.45,NA,7,5,33
141,"September",7.03,"Klingbach","vine",5,14,6349.3,2179.3,21.58,3.86,17.3,2.7,NA,7,5,33
143,"September",6.988,"Triefenbach","vine",1,14,4340.29,535.29,31.14,3.22,26.37,2.43,NA,7,5,33
144,"September",7.008,"Kaiserbach","vine",4,14,5544.9,1600.8,31.36,7.33,19.65,3.46,NA,7,5,33
146,"September",6.992,"Triefenbach","forest",2,14,3406.57,555.36,21.97,2.97,16.03,1.98,NA,7,5,33
147,"September",7.027,"Otterbach","vine",2,14,4418,809,19.76,2.38,12.7,1.81,NA,7,5,33
148,"September",7.017,"Isenach","transplant",6,14,4278.31,561.75,20.8,2.38,12.69,1.5,NA,7,5,33
149,"September",7.005,"Modenbach","transplant",7,14,4520,672,26.29,3.11,13.62,2.04,NA,7,5,33
151,"September",6.989,"Otterbach","transplant",4,14,4634.1,1013.33,26.09,4.95,14.36,2.17,NA,7,5,33
152,"September",7.047,"Isenach","forest",5,14,4635.17,582.97,19.86,1.73,14.24,1.65,NA,7,5,33
157,"September",6.999,"Isenach","forest",7,14,4558.02,594.46,27.2,3.13,14.28,1.09,NA,7,5,33
158,"September",6.972,"Kaiserbach","forest",1,14,5412.8,1309,23.24,4.04,14.17,2.33,NA,7,5,33
159,"September",7.005,"Kaiserbach","vine",5,14,5052.15,1073.92,30.79,3.95,19.87,2.23,NA,7,5,33
162,"September",6.998,"Klingbach","transplant",6,14,5935,1949,26.19,4.59,15.18,3.23,NA,7,5,33
164,"September",6.963,"Triefenbach","vine",2,14,4923.85,879.19,23.61,2.92,16.81,2.17,NA,7,5,33
166,"September",6.98,"Isenach","transplant",7,14,4549.82,725.12,22.3,2.47,14.9,1.87,NA,7,5,33
171,"September",6.992,"Triefenbach","vine",5,14,4385.75,622.49,25.08,2.99,13.53,1.3,NA,7,5,33
172,"September",7.004,"Modenbach","vine",4,14,5462.2,1397.5,21.88,2.98,13.84,1.94,NA,7,5,33
184,"September",6.98,"Otterbach","transplant",3,14,5183,1275,25.25,5.56,15.6,2.4,NA,7,5,33
186,"September",7.013,"Klingbach","vine",3,14,5833.85,1770.32,22.34,3.68,NA,NA,NA,7,5,33
187,"September",7.003,"Kaiserbach","forest",4,14,4828.5,777.86,23.76,2.71,14.3,1.7,NA,7,5,33
189,"September",7.027,"Isenach","forest",3,14,4596.35,479.99,27.93,2.18,15.18,1.63,NA,7,5,33
197,"September",6.97,"Klingbach","vine",7,14,5493.39,1345.05,24.53,4.49,19.53,3.93,NA,7,5,33
203,"September",7.033,"Triefenbach","transplant",2,14,4415.91,755.8,23.7,5.04,12.45,2.01,NA,7,5,33
205,"September",6.988,"Isenach","forest",1,14,5002.08,870.37,25.75,3.62,16.09,1.94,NA,7,5,33
206,"September",6.953,"Otterbach","vine",3,14,5763.04,1803.87,24.04,4.77,15.24,2.67,NA,7,5,33
207,"September",7.044,"Isenach","vine",6,14,4907.1,623.58,22.23,1.8,17.69,1.35,NA,7,5,33
208,"September",7.006,"Otterbach","forest",4,14,5253.7,841.42,27.95,2.66,18.91,2.84,NA,7,5,33
210,"September",6.976,"Modenbach","vine",5,14,6708.02,2533.2,27.23,4.82,18.21,2.37,NA,7,5,33
211,"September",7.022,"Modenbach","vine",2,14,5381.8,1187.7,22.23,3.44,11.86,1.55,NA,7,5,33
213,"September",6.971,"Isenach","transplant",3,14,5020.96,1026.91,26.74,4.05,13.68,1.9,NA,7,5,33
215,"September",7.011,"Triefenbach","transplant",6,14,4199.52,508.38,28.48,3.17,18.01,1.6,NA,7,5,33
218,"September",6.998,"Triefenbach","vine",7,14,4540.92,534.52,24.04,2.6,15.98,1.83,NA,7,5,33
221,"September",7.028,"Kaiserbach","forest",5,14,4697.66,558.93,24.03,2.58,18.3,1.97,NA,7,5,33
223,"September",6.991,"Klingbach","forest",6,14,4650,1045,21.49,4.4,18.48,3.38,NA,7,5,33
224,"September",6.954,"Isenach","vine",5,14,4635.2,610.86,29.29,2.83,15.81,1.64,NA,7,5,33
227,"September",6.961,"Modenbach","forest",2,14,3676.1,371.91,25.78,2.13,13.99,1.33,NA,7,5,33
231,"September",6.989,"Klingbach","vine",1,14,4956.48,1020.75,15.37,2.76,18.64,3.71,NA,7,5,33
232,"September",6.893,"Modenbach","forest",5,14,4230.05,497.33,27.48,2.28,17.99,1.4,NA,7,5,33
233,"September",6.983,"Triefenbach","forest",7,14,4485.57,629.87,25.02,2.41,12.44,1.28,NA,7,5,33
234,"September",NA,"Klingbach","transplant",2,14,5563.99,1437.52,14.71,2.67,14.25,3.16,NA,7,5,33
238,"September",7.019,"Triefenbach","transplant",4,14,4281.27,625.84,30.29,4.45,15.33,1.81,NA,7,5,33
240,"September",7.014,"Kaiserbach","transplant",1,14,5792,1533.06,27.1,5.21,17.9,3.4,NA,7,5,33
252,"September",6.071,"Isenach","transplant",5,14,5627.68,1579.09,24.65,2.57,16.23,1.66,NA,7,5,33
256,"September",7.007,"Triefenbach","forest",4,14,3899.48,383.96,23.36,2.13,14.91,1.59,NA,7,5,33
262,"September",6.977,"Modenbach","transplant",2,14,4330.97,719.43,25.69,3.09,17.2,2.47,NA,7,5,33
265,"September",6.952,"Otterbach","vine",4,14,5942,2259,30.23,5.03,19.5,2.9,NA,7,5,33
266,"September",6.96,"Kaiserbach","vine",3,14,5352.2,1279.9,29.24,7.8,17.49,3.33,NA,7,5,33
271,"September",7.017,"Klingbach","vine",4,14,5302.67,1211.44,19.59,2.58,14.64,2.72,NA,7,5,33
283,"September",6.981,"Triefenbach","forest",1,14,4192.76,466.54,22.08,1.83,14.02,1.22,NA,7,5,33
